排量_m3min,屈服应力_Pa,黏度_mPas,全井有效顶替效率,耗时_s
0.6,24.0,330.0,0.909049,9.6
0.6,24.0,350.0,0.909108,9.5
0.6,25.0,50.0,0.905776,9.4
0.6,25.0,70.0,0.906537,9.5
0.6,25.0,90.0,0.907101,9.4
0.6,25.0,110.0,0.907522,9.3
0.6,25.0,130.0,0.907842,9.2
0.6,25.0,150.0,0.908093,8.6
0.6,25.0,170.0,0.908296,8.9
0.6,25.0,190.0,0.908462,9.0
0.6,25.0,210.0,0.908601,9.1
0.6,25.0,230.0,0.908719,9.1
0.6,25.0,250.0,0.908821,9.1
0.6,25.0,270.0,0.908908,8.8
0.6,25.0,290.0,0.908985,9.3
0.6,25.0,310.0,0.909053,9.1
0.6,25.0,330.0,0.909114,8.8
0.6,25.0,350.0,0.909168,8.2
0.7,5.0,50.0,0.658532,8.1
0.7,5.0,70.0,0.735843,8.0
0.7,5.0,90.0,0.802671,8.1
0.7,5.0,110.0,0.84279,7.7
0.7,5.0,130.0,0.868253,8.4
0.7,5.0,150.0,0.884333,9.1
0.7,5.0,170.0,0.893259,8.9
0.7,5.0,190.0,0.898098,9.0
0.7,5.0,210.0,0.900922,9.0
0.7,5.0,230.0,0.902724,8.9
0.7,5.0,250.0,0.90396,9.0
0.7,5.0,270.0,0.904858,8.8
0.7,5.0,290.0,0.905536,8.8
0.7,5.0,310.0,0.906066,8.9
0.7,5.0,330.0,0.906491,9.0
0.7,5.0,350.0,0.906839,7.9
0.7,6.0,50.0,0.68645,8.7
0.7,6.0,70.0,0.765676,9.2
0.7,6.0,90.0,0.822947,8.5
0.7,6.0,110.0,0.856412,8.8
0.7,6.0,130.0,0.877781,8.9
0.7,6.0,150.0,0.889922,9.1
0.7,6.0,170.0,0.896352,8.8
0.7,6.0,190.0,0.899921,8.7
0.7,6.0,210.0,0.902098,8.9
0.7,6.0,230.0,0.903542,8.7
0.7,6.0,250.0,0.904564,8.3
0.7,6.0,270.0,0.905322,8.9
0.7,6.0,290.0,0.905907,8.5
0.7,6.0,310.0,0.90637,8.9
0.7,6.0,330.0,0.906745,8.6
0.7,6.0,350.0,0.907055,8.9
0.7,7.0,50.0,0.717585,8.4
0.7,7.0,70.0,0.794474,8.5
0.7,7.0,90.0,0.840074,8.2
0.7,7.0,110.0,0.868611,8.5
0.7,7.0,130.0,0.885226,7.9
0.7,7.0,150.0,0.893997,8.3
0.7,7.0,170.0,0.898643,8.5
0.7,7.0,190.0,0.901332,8.3
0.7,7.0,210.0,0.903046,8.3
0.7,7.0,230.0,0.904223,8.4
0.7,7.0,250.0,0.905079,8.4
0.7,7.0,270.0,0.905727,8.4
0.7,7.0,290.0,0.906235,8.3
0.7,7.0,310.0,0.906642,8.3
0.7,7.0,330.0,0.906975,8.4
0.7,7.0,350.0,0.907253,8.3
0.7,8.0,50.0,0.751598,8.3
0.7,8.0,70.0,0.816793,8.6
0.7,8.0,90.0,0.855673,8.7
0.7,8.0,110.0,0.878505,8.9
0.7,8.0,130.0,0.890715,8.9
0.7,8.0,150.0,0.89696,8.8
0.7,8.0,170.0,0.900375,8.4
0.7,8.0,190.0,0.902448,8.3
0.7,8.0,210.0,0.903824,8.5
0.7,8.0,230.0,0.904799,8.3
0.7,8.0,250.0,0.905524,8.5
0.7,8.0,270.0,0.906084,8.6
0.7,8.0,290.0,0.906527,8.4
0.7,8.0,310.0,0.906887,8.5
0.7,8.0,330.0,0.907184,8.3
0.7,8.0,350.0,0.907434,8.4
0.7,9.0,50.0,0.781988,8.4
0.7,9.0,70.0,0.836961,8.4
0.7,9.0,90.0,0.868777,8.6
0.7,9.0,110.0,0.886,8.7
0.7,9.0,130.0,0.894664,8.4
0.7,9.0,150.0,0.899145,8.4
0.7,9.0,170.0,0.901715,8.5
0.7,9.0,190.0,0.903349,8.4
0.7,9.0,210.0,0.904474,8.4
0.7,9.0,230.0,0.905292,8.7
0.7,9.0,250.0,0.905913,8.5
0.7,9.0,270.0,0.906399,8.3
0.7,9.0,290.0,0.90679,8.3
0.7,9.0,310.0,0.907109,8.5
0.7,9.0,330.0,0.907375,8.4
0.7,9.0,350.0,0.9076,9.3
0.7,10.0,50.0,0.808564,9.2
0.7,10.0,70.0,0.854436,9.2
0.7,10.0,90.0,0.879066,9.3
0.7,10.0,110.0,0.891413,8.2
0.7,10.0,130.0,0.897511,8.8
0.7,10.0,150.0,0.900793,8.9
0.7,10.0,170.0,0.902776,7.8
0.7,10.0,190.0,0.904092,8.8
0.7,10.0,210.0,0.905025,9.0
0.7,10.0,230.0,0.90572,8.8
0.7,10.0,250.0,0.906256,8.5
0.7,10.0,270.0,0.906682,8.7
0.7,10.0,290.0,0.907027,9.1
0.7,10.0,310.0,0.907312,9.1
0.7,10.0,330.0,0.907551,8.0
0.7,10.0,350.0,0.907754,8.2
0.7,11.0,50.0,0.832363,9.3
0.7,11.0,70.0,0.868637,8.1
0.7,11.0,90.0,0.886634,8.5
0.7,11.0,110.0,0.895253,9.4
0.7,11.0,130.0,0.8996,9.3
0.7,11.0,150.0,0.902069,9.5
0.7,11.0,170.0,0.903636,9.1
0.7,11.0,190.0,0.904714,9.2
0.7,11.0,210.0,0.905499,9.4
0.7,11.0,230.0,0.906094,8.9
0.7,11.0,250.0,0.906561,9.1
0.7,11.0,270.0,0.906935,9.2
0.7,11.0,290.0,0.907242,9.0
0.7,11.0,310.0,0.907497,9.2
0.7,11.0,330.0,0.907713,9.0
0.7,11.0,350.0,0.907897,9.0
0.7,12.0,50.0,0.852369,8.7
0.7,12.0,70.0,0.879367,9.0
0.7,12.0,90.0,0.891989,9.6
0.7,12.0,110.0,0.897996,9.9
0.7,12.0,130.0,0.901173,9.2
0.7,12.0,150.0,0.903081,9.1
0.7,12.0,170.0,0.904346,9.4
0.7,12.0,190.0,0.905243,9.2
0.7,12.0,210.0,0.90591,9.2
0.7,12.0,230.0,0.906425,9.0
0.7,12.0,250.0,0.906834,7.8
0.7,12.0,270.0,0.907165,7.7
0.7,12.0,290.0,0.907438,7.8
0.7,12.0,310.0,0.907667,9.3
0.7,12.0,330.0,0.907862,9.1
0.7,12.0,350.0,0.90803,7.8
0.7,13.0,50.0,0.867916,7.8
0.7,13.0,70.0,0.887046,8.3
0.7,13.0,90.0,0.895736,9.0
0.7,13.0,110.0,0.899998,9.5
0.7,13.0,130.0,0.902391,8.2
0.7,13.0,150.0,0.903903,7.7
0.7,13.0,170.0,0.904942,7.8
0.7,13.0,190.0,0.905698,7.8
0.7,13.0,210.0,0.906271,8.9
0.7,13.0,230.0,0.90672,8.9
0.7,13.0,250.0,0.907079,8.6
0.7,13.0,270.0,0.907373,8.7
0.7,13.0,290.0,0.907618,8.7
0.7,13.0,310.0,0.907824,8.8
0.7,13.0,330.0,0.908001,8.8
0.7,13.0,350.0,0.908153,8.7
0.7,14.0,50.0,0.879227,8.4
0.7,14.0,70.0,0.892381,9.2
0.7,14.0,90.0,0.898391,9.2
0.7,14.0,110.0,0.901505,8.3
0.7,14.0,130.0,0.90336,8.8
0.7,14.0,150.0,0.904585,9.6
0.7,14.0,170.0,0.905451,9.0
0.7,14.0,190.0,0.906095,8.3
0.7,14.0,210.0,0.90659,8.3
0.7,14.0,230.0,0.906983,8.2
0.7,14.0,250.0,0.907301,8.0
0.7,14.0,270.0,0.907563,8.2
0.7,14.0,290.0,0.907783,8.5
0.7,14.0,310.0,0.90797,8.9
0.7,14.0,330.0,0.90813,8.5
0.7,14.0,350.0,0.908268,8.0
0.7,15.0,50.0,0.887129,7.9
0.7,15.0,70.0,0.896065,7.7
0.7,15.0,90.0,0.90032,8.0
0.7,15.0,110.0,0.902673,7.9
0.7,15.0,130.0,0.904149,7.7
0.7,15.0,150.0,0.905158,8.2
0.7,15.0,170.0,0.90589,8.0
0.7,15.0,190.0,0.906443,7.9
0.7,15.0,210.0,0.906875,7.7
0.7,15.0,230.0,0.90722,7.8
0.7,15.0,250.0,0.907503,7.8
0.7,15.0,270.0,0.907737,7.9
0.7,15.0,290.0,0.907935,7.7
0.7,15.0,310.0,0.908104,8.1
0.7,15.0,330.0,0.90825,7.7
0.7,15.0,350.0,0.908376,7.7
0.7,16.0,50.0,0.892522,7.9
0.7,16.0,70.0,0.898654,7.8
0.7,16.0,90.0,0.901769,8.7
0.7,16.0,110.0,0.903603,9.1
0.7,16.0,130.0,0.904803,8.9
0.7,16.0,150.0,0.905648,9.2
0.7,16.0,170.0,0.906272,8.7
0.7,16.0,190.0,0.906751,8.2
0.7,16.0,210.0,0.90713,8.3
0.7,16.0,230.0,0.907435,8.2
0.7,16.0,250.0,0.907687,8.1
0.7,16.0,270.0,0.907898,8.6
0.7,16.0,290.0,0.908076,8.9
0.7,16.0,310.0,0.908229,8.4
0.7,16.0,330.0,0.908362,8.2
0.7,16.0,350.0,0.908478,8.1
0.7,17.0,50.0,0.8962,8.5
0.7,17.0,70.0,0.900532,9.4
0.7,17.0,90.0,0.902893,9.1
0.7,17.0,110.0,0.904361,9.1
0.7,17.0,130.0,0.905355,9.2
0.7,17.0,150.0,0.90607,9.4
0.7,17.0,170.0,0.906608,9.3
0.7,17.0,190.0,0.907026,9.3
0.7,17.0,210.0,0.907359,9.1
0.7,17.0,230.0,0.907631,9.3
0.7,17.0,250.0,0.907856,9.2
0.7,17.0,270.0,0.908045,9.2
0.7,17.0,290.0,0.908207,9.4
0.7,17.0,310.0,0.908346,9.4
0.7,17.0,330.0,0.908467,9.3
0.7,17.0,350.0,0.908573,9.3
0.7,18.0,50.0,0.898764,9.0
0.7,18.0,70.0,0.901944,9.2
0.7,18.0,90.0,0.903791,9.2
0.7,18.0,110.0,0.90499,9.6
0.7,18.0,130.0,0.905826,9.1
0.7,18.0,150.0,0.906438,9.4
0.7,18.0,170.0,0.906905,9.4
0.7,18.0,190.0,0.907271,9.6
0.7,18.0,210.0,0.907566,9.5
0.7,18.0,230.0,0.907808,9.4
0.7,18.0,250.0,0.908011,9.1
0.7,18.0,270.0,0.908181,8.7
0.7,18.0,290.0,0.908328,8.6
0.7,18.0,310.0,0.908454,8.6
0.7,18.0,330.0,0.908565,8.5
0.7,18.0,350.0,0.908662,8.7
0.7,19.0,50.0,0.90062,8.5
0.7,19.0,70.0,0.90304,8.6
0.7,19.0,90.0,0.904525,8.5
0.7,19.0,110.0,0.905521,8.4
0.7,19.0,130.0,0.906232,8.2
0.7,19.0,150.0,0.906761,8.4
0.7,19.0,170.0,0.907169,8.5
0.7,19.0,190.0,0.907492,8.4
0.7,19.0,210.0,0.907754,8.5
0.7,19.0,230.0,0.907971,8.5
0.7,19.0,250.0,0.908153,8.8
0.7,19.0,270.0,0.908308,8.3
0.7,19.0,290.0,0.90844,8.5
0.7,19.0,310.0,0.908556,8.6
0.7,19.0,330.0,0.908657,8.6
0.7,19.0,350.0,0.908746,8.7
0.7,20.0,50.0,0.90202,8.6
0.7,20.0,70.0,0.903916,8.8
0.7,20.0,90.0,0.905136,8.5
0.7,20.0,110.0,0.905975,8.6
0.7,20.0,130.0,0.906586,8.8
0.7,20.0,150.0,0.907046,8.4
0.7,20.0,170.0,0.907405,8.4
0.7,20.0,190.0,0.907692,9.0
0.7,20.0,210.0,0.907926,8.3
0.7,20.0,230.0,0.90812,8.5
0.7,20.0,250.0,0.908284,8.4
0.7,20.0,270.0,0.908425,8.5
0.7,20.0,290.0,0.908546,8.5
0.7,20.0,310.0,0.908651,8.6
0.7,20.0,330.0,0.908744,8.4
0.7,20.0,350.0,0.908826,8.6
0.7,21.0,50.0,0.903109,8.7
0.7,21.0,70.0,0.904629,8.5
0.7,21.0,90.0,0.905651,8.3
0.7,21.0,110.0,0.906368,8.5
0.7,21.0,130.0,0.906897,8.3
0.7,21.0,150.0,0.9073,8.4
0.7,21.0,170.0,0.907618,8.4
0.7,21.0,190.0,0.907873,8.4
0.7,21.0,210.0,0.908083,8.3
0.7,21.0,230.0,0.908258,8.3
0.7,21.0,250.0,0.908406,8.1
0.7,21.0,270.0,0.908533,8.7
0.7,21.0,290.0,0.908644,8.5
0.7,21.0,310.0,0.90874,8.6
0.7,21.0,330.0,0.908825,8.8
0.7,21.0,350.0,0.9089,8.6
0.7,22.0,50.0,0.903977,8.7
0.7,22.0,70.0,0.905222,8.6
0.7,22.0,90.0,0.906091,8.6
0.7,22.0,110.0,0.90671,8.7
0.7,22.0,130.0,0.907171,8.5
0.7,22.0,150.0,0.907528,8.4
0.7,22.0,170.0,0.90781,8.3
0.7,22.0,190.0,0.908038,8.1
0.7,22.0,210.0,0.908226,8.2
0.7,22.0,230.0,0.908385,8.1
0.7,22.0,250.0,0.908519,8.5
0.7,22.0,270.0,0.908635,9.0
0.7,22.0,290.0,0.908736,8.6
0.7,22.0,310.0,0.908824,8.8
0.7,22.0,330.0,0.908902,8.1
0.7,22.0,350.0,0.908971,8.8
0.7,23.0,50.0,0.904681,8.8
0.7,23.0,70.0,0.905723,8.6
0.7,23.0,90.0,0.90647,8.7
0.7,23.0,110.0,0.90701,8.6
0.7,23.0,130.0,0.907416,8.7
0.7,23.0,150.0,0.907732,8.6
0.7,23.0,170.0,0.907984,8.6
0.7,23.0,190.0,0.908189,8.9
0.7,23.0,210.0,0.908359,8.6
0.7,23.0,230.0,0.908502,8.6
0.7,23.0,250.0,0.908624,8.7
0.7,23.0,270.0,0.90873,8.8
0.7,23.0,290.0,0.908822,9.0
0.7,23.0,310.0,0.908903,8.4
0.7,23.0,330.0,0.908974,8.6
0.7,23.0,350.0,0.909038,8.5
0.7,24.0,50.0,0.905265,8.7
0.7,24.0,70.0,0.906151,9.0
0.7,24.0,90.0,0.9068,7.9
0.7,24.0,110.0,0.907275,7.8
0.7,24.0,130.0,0.907635,8.3
0.7,24.0,150.0,0.907916,8.5
0.7,24.0,170.0,0.908142,8.7
0.7,24.0,190.0,0.908327,8.2
0.7,24.0,210.0,0.908481,8.5
0.7,24.0,230.0,0.908611,8.5
0.7,24.0,250.0,0.908722,8.6
0.7,24.0,270.0,0.908818,7.8
0.7,24.0,290.0,0.908903,7.6
0.7,24.0,310.0,0.908977,7.8
0.7,24.0,330.0,0.909043,7.5
0.7,24.0,350.0,0.909102,7.7
0.7,25.0,50.0,0.905763,8.2
0.7,25.0,70.0,0.906522,7.1
0.7,25.0,90.0,0.907088,7.0
0.7,25.0,110.0,0.907511,6.9
0.7,25.0,130.0,0.907831,6.9
0.7,25.0,150.0,0.908083,6.9
0.7,25.0,170.0,0.908287,6.9
0.7,25.0,190.0,0.908454,6.9
0.7,25.0,210.0,0.908593,7.0
0.7,25.0,230.0,0.908712,6.9
0.7,25.0,250.0,0.908813,6.9
0.7,25.0,270.0,0.908902,6.9
0.7,25.0,290.0,0.908979,7.0
0.7,25.0,310.0,0.909047,6.9
0.7,25.0,330.0,0.909108,6.9
0.7,25.0,350.0,0.909162,6.8
0.8,5.0,50.0,0.658648,6.7
0.8,5.0,70.0,0.736064,6.8
0.8,5.0,90.0,0.802882,6.8
0.8,5.0,110.0,0.842909,6.7
0.8,5.0,130.0,0.868332,6.7
0.8,5.0,150.0,0.884377,6.9
0.8,5.0,170.0,0.893284,6.7
0.8,5.0,190.0,0.898113,6.7
0.8,5.0,210.0,0.900932,6.7
0.8,5.0,230.0,0.90273,6.7
0.8,5.0,250.0,0.903965,6.7
0.8,5.0,270.0,0.904861,7.0
0.8,5.0,290.0,0.905538,6.7
0.8,5.0,310.0,0.906068,6.7
0.8,5.0,330.0,0.906492,6.9
0.8,5.0,350.0,0.90684,7.0
0.8,6.0,50.0,0.686597,6.7
0.8,6.0,70.0,0.765935,6.7
0.8,6.0,90.0,0.823079,6.7
0.8,6.0,110.0,0.856502,7.8
0.8,6.0,130.0,0.877832,8.1
0.8,6.0,150.0,0.889951,7.4
0.8,6.0,170.0,0.89637,7.1
0.8,6.0,190.0,0.899933,7.3
0.8,6.0,210.0,0.902105,7.2
0.8,6.0,230.0,0.903547,6.9
0.8,6.0,250.0,0.904567,6.9
0.8,6.0,270.0,0.905325,7.0
0.8,6.0,290.0,0.905908,6.9
0.8,6.0,310.0,0.906371,7.2
0.8,6.0,330.0,0.906746,7.1
0.8,6.0,350.0,0.907055,6.9
0.8,7.0,50.0,0.717764,7.0
0.8,7.0,70.0,0.794613,6.9
0.8,7.0,90.0,0.840172,6.8
0.8,7.0,110.0,0.868671,6.8
0.8,7.0,130.0,0.885258,6.8
0.8,7.0,150.0,0.894017,6.8
0.8,7.0,170.0,0.898656,6.8
0.8,7.0,190.0,0.901341,6.9
0.8,7.0,210.0,0.903051,6.8
0.8,7.0,230.0,0.904227,6.8
0.8,7.0,250.0,0.905081,6.9
0.8,7.0,270.0,0.905729,7.0
0.8,7.0,290.0,0.906236,6.8
0.8,7.0,310.0,0.906642,6.9
0.8,7.0,330.0,0.906975,6.9
0.8,7.0,350.0,0.907253,6.9
0.8,8.0,50.0,0.751717,7.0
0.8,8.0,70.0,0.816893,7.1
0.8,8.0,90.0,0.855741,7.1
0.8,8.0,110.0,0.878543,6.9
0.8,8.0,130.0,0.890737,7.3
0.8,8.0,150.0,0.896974,7.0
0.8,8.0,170.0,0.900385,7.0
0.8,8.0,190.0,0.902455,7.1
0.8,8.0,210.0,0.903828,7.0
0.8,8.0,230.0,0.904802,7.0
0.8,8.0,250.0,0.905526,7.2
0.8,8.0,270.0,0.906085,6.9
0.8,8.0,290.0,0.906528,7.0
0.8,8.0,310.0,0.906887,7.2
0.8,8.0,330.0,0.907184,7.1
0.8,8.0,350.0,0.907433,7.2
0.8,9.0,50.0,0.78207,7.1
0.8,9.0,70.0,0.837035,7.1
0.8,9.0,90.0,0.868819,7.1
0.8,9.0,110.0,0.886024,6.9
0.8,9.0,130.0,0.89468,6.7
0.8,9.0,150.0,0.899156,6.7
0.8,9.0,170.0,0.901722,6.7
0.8,9.0,190.0,0.903354,6.8
0.8,9.0,210.0,0.904477,6.8
0.8,9.0,230.0,0.905294,6.7
0.8,9.0,250.0,0.905915,6.9
0.8,9.0,270.0,0.9064,6.7
0.8,9.0,290.0,0.90679,6.7
0.8,9.0,310.0,0.907109,6.9
0.8,9.0,330.0,0.907375,6.8
0.8,9.0,350.0,0.9076,6.7
0.8,10.0,50.0,0.808627,6.9
0.8,10.0,70.0,0.854483,6.8
0.8,10.0,90.0,0.879091,6.7
0.8,10.0,110.0,0.89143,6.7
0.8,10.0,130.0,0.897523,6.8
0.8,10.0,150.0,0.900801,6.8
0.8,10.0,170.0,0.902781,6.7
0.8,10.0,190.0,0.904095,6.9
0.8,10.0,210.0,0.905028,6.7
0.8,10.0,230.0,0.905721,6.7
0.8,10.0,250.0,0.906257,6.8
0.8,10.0,270.0,0.906682,7.0
0.8,10.0,290.0,0.907027,6.8
0.8,10.0,310.0,0.907311,6.7
0.8,10.0,330.0,0.90755,7.2
0.8,10.0,350.0,0.907753,6.8
0.8,11.0,50.0,0.832407,7.0
0.8,11.0,70.0,0.868663,6.9
0.8,11.0,90.0,0.88665,6.7
0.8,11.0,110.0,0.895265,6.7
0.8,11.0,130.0,0.899608,6.9
0.8,11.0,150.0,0.902075,6.9
0.8,11.0,170.0,0.90364,6.8
0.8,11.0,190.0,0.904716,6.7
0.8,11.0,210.0,0.9055,6.8
0.8,11.0,230.0,0.906095,6.7
0.8,11.0,250.0,0.906561,7.0
0.8,11.0,270.0,0.906935,6.7
0.8,11.0,290.0,0.907241,6.8
0.8,11.0,310.0,0.907496,6.7
0.8,11.0,330.0,0.907712,6.9
0.8,11.0,350.0,0.907896,6.8
0.8,12.0,50.0,0.852394,6.7
0.8,12.0,70.0,0.879383,6.7
0.8,12.0,90.0,0.892001,6.8
0.8,12.0,110.0,0.898005,6.9
0.8,12.0,130.0,0.901179,7.0
0.8,12.0,150.0,0.903085,6.7
0.8,12.0,170.0,0.904348,6.8
0.8,12.0,190.0,0.905244,6.8
0.8,12.0,210.0,0.905911,7.0
0.8,12.0,230.0,0.906426,6.7
0.8,12.0,250.0,0.906833,6.7
0.8,12.0,270.0,0.907164,6.7
0.8,12.0,290.0,0.907437,6.8
0.8,12.0,310.0,0.907666,6.8
0.8,12.0,330.0,0.907861,7.2
0.8,12.0,350.0,0.908028,7.0
0.8,13.0,50.0,0.867927,7.2
0.8,13.0,70.0,0.887056,7.4
0.8,13.0,90.0,0.895746,6.8
0.8,13.0,110.0,0.900005,6.8
0.8,13.0,130.0,0.902395,6.8
0.8,13.0,150.0,0.903906,6.7
0.8,13.0,170.0,0.904944,6.8
0.8,13.0,190.0,0.905699,6.9
0.8,13.0,210.0,0.906272,6.7
0.8,13.0,230.0,0.906719,6.8
0.8,13.0,250.0,0.907078,6.8
0.8,13.0,270.0,0.907372,6.9
0.8,13.0,290.0,0.907617,6.8
0.8,13.0,310.0,0.907823,6.9
0.8,13.0,330.0,0.908,6.8
0.8,13.0,350.0,0.908152,6.7
0.8,14.0,50.0,0.879233,6.9
0.8,14.0,70.0,0.89239,6.9
0.8,14.0,90.0,0.898398,6.8
0.8,14.0,110.0,0.90151,6.8
0.8,14.0,130.0,0.903363,6.7
0.8,14.0,150.0,0.904586,6.9
0.8,14.0,170.0,0.905452,6.8
0.8,14.0,190.0,0.906095,6.7
0.8,14.0,210.0,0.90659,6.7
0.8,14.0,230.0,0.906982,6.7
0.8,14.0,250.0,0.9073,7.0
0.8,14.0,270.0,0.907562,6.7
0.8,14.0,290.0,0.907782,6.7
0.8,14.0,310.0,0.907968,6.7
0.8,14.0,330.0,0.908128,6.8
0.8,14.0,350.0,0.908267,6.8
0.8,15.0,50.0,0.887134,6.7
0.8,15.0,70.0,0.896071,6.8
0.8,15.0,90.0,0.900325,6.7
0.8,15.0,110.0,0.902676,6.7
0.8,15.0,130.0,0.904151,7.0
0.8,15.0,150.0,0.905159,6.7
0.8,15.0,170.0,0.90589,6.8
0.8,15.0,190.0,0.906442,6.7
0.8,15.0,210.0,0.906874,7.1
0.8,15.0,230.0,0.907219,6.7
0.8,15.0,250.0,0.907502,6.6
0.8,15.0,270.0,0.907736,6.8
0.8,15.0,290.0,0.907934,6.8
0.8,15.0,310.0,0.908103,6.9
0.8,15.0,330.0,0.908248,6.8
0.8,15.0,350.0,0.908375,6.7
0.8,16.0,50.0,0.892527,6.7
0.8,16.0,70.0,0.898658,6.9
0.8,16.0,90.0,0.901771,6.9
0.8,16.0,110.0,0.903604,6.7
0.8,16.0,130.0,0.904804,6.8
0.8,16.0,150.0,0.905647,6.8
0.8,16.0,170.0,0.906271,6.8
0.8,16.0,190.0,0.90675,7.1
0.8,16.0,210.0,0.907128,7.1
0.8,16.0,230.0,0.907434,6.7
0.8,16.0,250.0,0.907686,6.8
0.8,16.0,270.0,0.907896,6.8
0.8,16.0,290.0,0.908074,6.8
0.8,16.0,310.0,0.908227,6.8
0.8,16.0,330.0,0.90836,6.9
0.8,16.0,350.0,0.908476,6.8
0.8,17.0,50.0,0.896203,6.7
0.8,17.0,70.0,0.900534,7.0
0.8,17.0,90.0,0.902894,6.8
0.8,17.0,110.0,0.904361,6.8
0.8,17.0,130.0,0.905354,6.7
0.8,17.0,150.0,0.906069,6.9
0.8,17.0,170.0,0.906607,6.8
0.8,17.0,190.0,0.907024,6.7
0.8,17.0,210.0,0.907357,6.8
0.8,17.0,230.0,0.907629,6.9
0.8,17.0,250.0,0.907854,6.9
0.8,17.0,270.0,0.908043,6.9
0.8,17.0,290.0,0.908205,6.7
0.8,17.0,310.0,0.908344,6.8
0.8,17.0,330.0,0.908465,6.8
0.8,17.0,350.0,0.908571,7.0
0.8,18.0,50.0,0.898765,6.7
0.8,18.0,70.0,0.901944,6.8
0.8,18.0,90.0,0.90379,6.8
0.8,18.0,110.0,0.904989,6.7
0.8,18.0,130.0,0.905824,7.0
0.8,18.0,150.0,0.906436,6.7
0.8,18.0,170.0,0.906903,6.7
0.8,18.0,190.0,0.907269,6.8
0.8,18.0,210.0,0.907564,6.8
0.8,18.0,230.0,0.907807,6.9
0.8,18.0,250.0,0.908009,6.7
0.8,18.0,270.0,0.908179,6.8
0.8,18.0,290.0,0.908326,6.8
0.8,18.0,310.0,0.908452,6.8
0.8,18.0,330.0,0.908563,7.0
0.8,18.0,350.0,0.90866,6.7
0.8,19.0,50.0,0.900619,6.8
0.8,19.0,70.0,0.903039,6.8
0.8,19.0,90.0,0.904523,6.9
0.8,19.0,110.0,0.905519,6.8
0.8,19.0,130.0,0.90623,6.7
0.8,19.0,150.0,0.906759,6.8
0.8,19.0,170.0,0.907167,6.8
0.8,19.0,190.0,0.90749,6.8
0.8,19.0,210.0,0.907752,6.8
0.8,19.0,230.0,0.907969,6.8
0.8,19.0,250.0,0.908151,6.8
0.8,19.0,270.0,0.908305,6.8
0.8,19.0,290.0,0.908438,6.9
0.8,19.0,310.0,0.908554,6.8
0.8,19.0,330.0,0.908655,6.7
0.8,19.0,350.0,0.908744,6.7
0.8,20.0,50.0,0.902017,6.7
0.8,20.0,70.0,0.903912,6.9
0.8,20.0,90.0,0.905133,6.8
0.8,20.0,110.0,0.905972,6.8
0.8,20.0,130.0,0.906583,6.8
0.8,20.0,150.0,0.907044,6.7
0.8,20.0,170.0,0.907402,6.8
0.8,20.0,190.0,0.907689,6.8
0.8,20.0,210.0,0.907923,6.8
0.8,20.0,230.0,0.908118,7.2
0.8,20.0,250.0,0.908282,7.2
0.8,20.0,270.0,0.908422,7.4
0.8,20.0,290.0,0.908543,7.1
0.8,20.0,310.0,0.908648,6.8
0.8,20.0,330.0,0.908741,6.8
0.8,20.0,350.0,0.908823,6.9
0.8,21.0,50.0,0.903105,6.8
0.8,21.0,70.0,0.904625,6.8
0.8,21.0,90.0,0.905648,6.8
0.8,21.0,110.0,0.906364,6.7
0.8,21.0,130.0,0.906893,6.9
0.8,21.0,150.0,0.907297,6.8
0.8,21.0,170.0,0.907615,6.8
0.8,21.0,190.0,0.90787,6.8
0.8,21.0,210.0,0.90808,6.8
0.8,21.0,230.0,0.908255,6.8
0.8,21.0,250.0,0.908404,6.7
0.8,21.0,270.0,0.908531,6.7
0.8,21.0,290.0,0.908641,6.8
0.8,21.0,310.0,0.908737,6.8
0.8,21.0,330.0,0.908822,7.0
0.8,21.0,350.0,0.908898,6.7
0.8,22.0,50.0,0.903972,6.8
0.8,22.0,70.0,0.905217,6.9
0.8,22.0,90.0,0.906087,6.8
0.8,22.0,110.0,0.906706,6.8
0.8,22.0,130.0,0.907168,6.8
0.8,22.0,150.0,0.907524,6.8
0.8,22.0,170.0,0.907806,6.8
0.8,22.0,190.0,0.908035,6.9
0.8,22.0,210.0,0.908223,6.9
0.8,22.0,230.0,0.908382,6.8
0.8,22.0,250.0,0.908516,6.8
0.8,22.0,270.0,0.908632,6.7
0.8,22.0,290.0,0.908733,6.8
0.8,22.0,310.0,0.908821,6.8
0.8,22.0,330.0,0.908899,6.7
0.8,22.0,350.0,0.908969,6.8
0.8,23.0,50.0,0.904675,6.7
0.8,23.0,70.0,0.905717,6.9
0.8,23.0,90.0,0.906465,6.9
0.8,23.0,110.0,0.907006,6.8
0.8,23.0,130.0,0.907412,6.7
0.8,23.0,150.0,0.907728,6.7
0.8,23.0,170.0,0.90798,6.9
0.8,23.0,190.0,0.908185,6.8
0.8,23.0,210.0,0.908355,6.7
0.8,23.0,230.0,0.908499,6.8
0.8,23.0,250.0,0.908621,6.8
0.8,23.0,270.0,0.908727,6.8
0.8,23.0,290.0,0.908819,6.8
0.8,23.0,310.0,0.9089,6.8
0.8,23.0,330.0,0.908971,6.7
0.8,23.0,350.0,0.909035,6.7
0.8,24.0,50.0,0.905258,6.9
0.8,24.0,70.0,0.906145,6.7
0.8,24.0,90.0,0.906794,6.7
0.8,24.0,110.0,0.90727,6.9
0.8,24.0,130.0,0.90763,6.8
0.8,24.0,150.0,0.907912,6.8
