sep=,,,,,,,,,,,,,
数据表,分组,字段,值,单位,井深_top_m,井深_bottom_m,depth_md_m,cbl_amplitude_pct,quality_proxy,质量等级_代理,说明,来源文件,OCR置信度
CBL剖面点,目的井段,point_0093,,,,,6420,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0094,,,,,6430,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0095,,,,,6440,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0096,,,,,6450,3.3,0.967,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0097,,,,,6460,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0098,,,,,6470,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0099,,,,,6480,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0100,,,,,6490,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0101,,,,,6500,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0102,,,,,6510,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0103,,,,,6520,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0104,,,,,6530,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0105,,,,,6540,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0106,,,,,6550,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0107,,,,,6560,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0108,,,,,6570,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0109,,,,,6580,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0110,,,,,6590,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0111,,,,,6600,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0112,,,,,6610,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0113,,,,,6620,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0114,,,,,6630,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0115,,,,,6640,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0116,,,,,6650,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0117,,,,,6660,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0118,,,,,6670,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0119,,,,,6680,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0120,,,,,6690,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0121,,,,,6700,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0122,,,,,6710,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0123,,,,,6720,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0124,,,,,6730,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0125,,,,,6740,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0126,,,,,6750,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0127,,,,,6760,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0128,,,,,6770,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0129,,,,,6780,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0130,,,,,6790,3.3,0.967,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0131,,,,,6800,7,0.93,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0132,,,,,6810,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0133,,,,,6820,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0134,,,,,6830,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0135,,,,,6840,6.7,0.933,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0136,,,,,6850,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0137,,,,,6860,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0138,,,,,6870,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0139,,,,,6880,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0140,,,,,6890,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0141,,,,,6900,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0142,,,,,6910,3.3,0.967,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0143,,,,,6920,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0144,,,,,6930,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0145,,,,,6940,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0146,,,,,6950,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0147,,,,,6960,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0148,,,,,6970,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0149,,,,,6980,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0150,,,,,6990,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0151,,,,,7000,7,0.93,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0152,,,,,7010,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0153,,,,,7020,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0154,,,,,7030,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0155,,,,,7040,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0156,,,,,7050,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0157,,,,,7060,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0158,,,,,7070,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0159,,,,,7080,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0160,,,,,7090,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0161,,,,,7100,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0162,,,,,7110,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0163,,,,,7120,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0164,,,,,7130,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0165,,,,,7140,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0166,,,,,7150,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0167,,,,,7160,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0168,,,,,7170,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0169,,,,,7180,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0170,,,,,7190,7.8,0.922,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0171,,,,,7200,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0172,,,,,7210,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0173,,,,,7220,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0174,,,,,7230,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0175,,,,,7240,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0176,,,,,7250,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0177,,,,,7260,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0178,,,,,7270,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0179,,,,,7280,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0180,,,,,7290,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0181,,,,,7300,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0182,,,,,7310,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0183,,,,,7320,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0184,,,,,7330,3.7,0.963,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0185,,,,,7340,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0186,,,,,7350,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0187,,,,,7360,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0188,,,,,7370,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0189,,,,,7380,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0190,,,,,7390,7,0.93,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0191,,,,,7400,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0192,,,,,7410,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0193,,,,,7420,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0194,,,,,7430,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0195,,,,,7440,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0196,,,,,7450,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0197,,,,,7460,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0198,,,,,7470,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0199,,,,,7480,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0200,,,,,7490,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0201,,,,,7500,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0202,,,,,7510,4.8,0.952,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0203,,,,,7520,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0204,,,,,7530,6.7,0.933,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0205,,,,,7540,4.4,0.956,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0206,,,,,7550,4.1,0.959,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0207,,,,,7560,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0208,,,,,7570,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0209,,,,,7580,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0210,,,,,7590,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0211,,,,,7600,8.1,0.919,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0212,,,,,7610,8.1,0.919,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0213,,,,,7620,5.6,0.944,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0214,,,,,7630,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0215,,,,,7640,6.7,0.933,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0216,,,,,7650,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0217,,,,,7660,7.8,0.922,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0218,,,,,7670,6.7,0.933,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0219,,,,,7680,8.9,0.911,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0220,,,,,7690,8.5,0.915,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0221,,,,,7700,6.3,0.937,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0222,,,,,7710,5.2,0.948,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
CBL剖面点,目的井段,point_0223,,,,,7720,5.9,0.941,胶结良好,6153.0-7741.0m 目的/应封固评价井段,D:\users\desktop\research\控压固井项目\temp_pdf_extract\cbl_depth_profile_v2.csv,
